article_id,expr_type,value,char_offset
447.txt,"month, relative-interval",day,308
447.txt,"month, relative-interval", year,764
447.txt,"month, relative-interval", year,1621
447.txt,dayofweek, Friday ,260
447.txt,dayofweek, Friday ,491
447.txt,day-month, 3 February,472
447.txt,day-month, 12 March,634
447.txt,day-month year,12 March 1993,635
321.txt,month, November ,1479
321.txt,month, August ,1497
321.txt,year,2004,276
321.txt,year,2004,564
321.txt,year,2005,600
321.txt,year,2006,609
321.txt,year,2004,1318
321.txt,year,2003,1489
321.txt,"month, relative-interval", year,121
321.txt,"month, relative-interval", month,265
321.txt,"month, relative-interval", year,310
321.txt,"month, relative-interval", year,812
321.txt,"month, relative-interval",August last year,1498
321.txt,"month, relative-interval", month,1879
1138.txt,"month, relative-interval",day,108
1138.txt,"month, relative-interval", next week,641
1138.txt,"month, relative-interval", few week,816
1138.txt,"month, relative-interval", year,899
1138.txt,"month, relative-interval", week,1261
1138.txt,"month, relative-interval",year,1365
1138.txt,"month, relative-interval", last season,1561
1138.txt,"month, relative-interval",year,2148
1138.txt,dayofweek, Sunday ,430
1662.txt,month, June ,436
1662.txt,"month, relative-interval",day,516
1662.txt,"month, relative-interval", day,1407
1662.txt,"month, relative-interval", Last week ,1762
490.txt,year, 1965,1011
490.txt,"month, relative-interval", day,279
490.txt,"month, relative-interval", last month,375
490.txt,"month, relative-interval", week ,602
1104.txt,"month, relative-interval", minute,1274
1110.txt,"month, relative-interval",day ,107
1110.txt,"month, relative-interval", week,127
1110.txt,"month, relative-interval",day ,298
1110.txt,"month, relative-interval", week,427
1110.txt,"month, relative-interval",week ,445
1110.txt,"month, relative-interval", day ,771
1110.txt,day-month, 5 February,402
484.txt,month, November ,618
484.txt,year,2004,628
484.txt,"month, relative-interval",day ,425
484.txt,"month, relative-interval",day,460
484.txt,"month, relative-interval", month,640
484.txt,"month, relative-interval", year,1220
484.txt,day-month, 30 January,564
1676.txt,month, March ,515
1676.txt,month, may ,4473
1676.txt,month, may ,4570
1676.txt,month, may ,4615
1676.txt,year,2005,491
1676.txt,year,2005,522
1676.txt,"month, relative-interval", last year,724
1676.txt,"month, relative-interval", few year,1813
1676.txt,"month, relative-interval", year,2143
1676.txt,"month, relative-interval", year,2711
679.txt,year,2002,1575
679.txt,"month, relative-interval", Last month ,441
679.txt,"month, relative-interval", year,790
679.txt,"month, relative-interval", week ,939
679.txt,"month, relative-interval", week ,1290
679.txt,"month, relative-interval", week,1467
679.txt,"month, relative-interval", year,1714
679.txt,"month, relative-interval", hour,1999
651.txt,month, January ,285
651.txt,month, November ,440
651.txt,year, 1995,564
651.txt,"month, relative-interval", day,199
651.txt,"month, relative-interval", year,731
889.txt,month, may ,2287
889.txt,month, may ,2331
889.txt,"month, relative-interval",day ,529
889.txt,"month, relative-interval", day,643
889.txt,"month, relative-interval", day,653
889.txt,"month, relative-interval", last week ,2421
137.txt,year,2004,74
137.txt,year, 1980,106
137.txt,year,2004,400
137.txt,year,2005,516
137.txt,year,2005,739
137.txt,"month, relative-interval", year,287
137.txt,"month, relative-interval", year,1030
123.txt,year,2005,595
123.txt,year,2008,1147
123.txt,year,2012,1156
123.txt,"month, relative-interval", year ,468
123.txt,"month, relative-interval", year ,804
123.txt,"month, relative-interval", year,827
123.txt,"month, relative-interval", year ,969
123.txt,"month, relative-interval", year,992
123.txt,"month, relative-interval", year,1029
123.txt,"month, relative-interval", year,1285
123.txt,"month, relative-interval", year,1384
123.txt,"month, relative-interval", year,1464
123.txt,season, fall ,959
645.txt,month, December ,524
645.txt,month, may ,1901
645.txt,year, 1964,429
645.txt,year, 1900,1929
645.txt,"month, relative-interval",day,117
645.txt,"month, relative-interval",day,128
645.txt,"month, relative-interval",December last year ,525
645.txt,"month, relative-interval", week ,820
645.txt,"month, relative-interval",day,855
645.txt,"month, relative-interval", next year ,1191
645.txt,"month, relative-interval",day,1941
645.txt,decade,1990s,916
645.txt,season, Spring ,1184
876.txt,month, may ,255
876.txt,month, July ,650
876.txt,month, may ,851
876.txt,year,2003,984
876.txt,year, 1989,3114
876.txt,year, 1991,3142
876.txt,"month, relative-interval", year,2254
876.txt,"month, relative-interval", year,2991
36.txt,year,2001,590
36.txt,year, 1993,2913
36.txt,year,2001,4303
36.txt,"month, relative-interval", week,227
36.txt,"month, relative-interval", week,310
36.txt,"month, relative-interval", week ,572
36.txt,"month, relative-interval", week,641
36.txt,"month, relative-interval", week,2018
36.txt,"month, relative-interval", week,2338
36.txt,"month, relative-interval", month,4338
36.txt,"month, relative-interval", week,4476
36.txt,day-month, 11 September,4288
1448.txt,"month, relative-interval",day,426
1448.txt,"month, relative-interval",day,1373
1448.txt,"month, relative-interval", season ,1597
862.txt,month, September ,581
862.txt,month, may ,1875
862.txt,month, may ,2634
862.txt,month, may ,2835
862.txt,"month, relative-interval", few week,2808
862.txt,day-month, 11 September,578
22.txt,month, July ,708
22.txt,month, September ,717
22.txt,year,2004,194
22.txt,year,2004,550
22.txt,year,2004,1080
22.txt,year,2005,1969
22.txt,"month, relative-interval", month,183
22.txt,"month, relative-interval", year,475
22.txt,"month, relative-interval",day,491
22.txt,"month, relative-interval", month,1069
22.txt,"month, relative-interval", year,1171
22.txt,"month, relative-interval",season,1640
22.txt,"month, relative-interval", last year ,1857
22.txt,"month, relative-interval", few month,1914
22.txt,season, fall ,203
22.txt,season, fall ,2069
1306.txt,"month, relative-interval", minute,127
1306.txt,"month, relative-interval", hour ,444
1306.txt,"month, relative-interval", minute,716
1306.txt,"month, relative-interval", minute,2103
692.txt,month, February ,1707
692.txt,year,2002,172
692.txt,year,2003,332
692.txt,year, 1996,370
692.txt,year, 1982,735
692.txt,year,2000,1299
692.txt,"month, relative-interval", last week,466
692.txt,day-month, 5 February,1705
1460.txt,year,2002,199
1460.txt,year,2004,208
1474.txt,month, September ,1610
1474.txt,month, January ,2049
1474.txt,month, November ,2384
1474.txt,month, November ,2506
1474.txt,year,2005,291
1474.txt,year,2004,1621
1474.txt,"month, relative-interval", month,2214
1474.txt,"month, relative-interval", Last year ,2284
686.txt,year,2005,99
686.txt,year,2004,320
686.txt,year,2005,351
686.txt,"month, relative-interval", year,165
686.txt,"month, relative-interval", year,442
686.txt,"month, relative-interval", year,778
686.txt,"month, relative-interval", year,860
686.txt,"month, relative-interval", last year,1012
686.txt,"month, relative-interval", year,1069
1312.txt,month, December ,964
1312.txt,"month, relative-interval", week,812
1312.txt,"month, relative-interval", day,1160
1312.txt,"month, relative-interval", week,1212
1312.txt,"month, relative-interval",day,1256
1312.txt,"month, relative-interval", week,1313
1312.txt,"month, relative-interval", day,1587
1312.txt,day-month, 28 December,961
719.txt,year, 1997,191
719.txt,year, 1997,795
719.txt,year, 1970,843
719.txt,"month, relative-interval", day ,334
719.txt,"month, relative-interval",day,999
719.txt,"month, relative-interval", few week,1396
719.txt,"month, relative-interval", last week ,1885
719.txt,"month, relative-interval",after month,1896
1299.txt,month, June ,873
1299.txt,year,2001,236
1299.txt,year,2003,594
1299.txt,"month, relative-interval",year,528
1299.txt,dayofweek, Sunday ,387
725.txt,"month, relative-interval", year,791
731.txt,month, December ,1679
731.txt,month, may ,1917
731.txt,"month, relative-interval", next week,298
731.txt,"month, relative-interval", week,471
731.txt,"month, relative-interval", week,637
731.txt,"month, relative-interval",day,713
731.txt,"month, relative-interval", year ,3237
902.txt,year, 1997,2533
902.txt,"month, relative-interval", day,3010
1528.txt,"month, relative-interval", today,105
1528.txt,"month, relative-interval", year,290
1528.txt,"month, relative-interval", year,377
916.txt,month, July ,399
916.txt,"month, relative-interval", day,2817
916.txt,dayofweek, Friday ,90
1272.txt,"month, relative-interval",year,109
1272.txt,"month, relative-interval",year ,229
1272.txt,"month, relative-interval", year,460
1272.txt,"month, relative-interval", last year ,522
1272.txt,season, summer ,212
1514.txt,"month, relative-interval", month,744
1500.txt,month, December ,203
1500.txt,year,2004,213
1500.txt,"month, relative-interval", week ,1116
1266.txt,"month, relative-interval",day ,252
1266.txt,"month, relative-interval", season ,878
1266.txt,"month, relative-interval", few week,937
1266.txt,"month, relative-interval",day,1688
1266.txt,"month, relative-interval",day,1754
1266.txt,"month, relative-interval", month,1814
1266.txt,"month, relative-interval", year,2087
1266.txt,"month, relative-interval", year,2132
269.txt,month, February ,69
269.txt,month, February ,227
269.txt,month, may ,1789
269.txt,month, may ,2007
269.txt,year,2003,1032
269.txt,year,2004,1110
269.txt,year,2004,1379
269.txt,"month, relative-interval", month,285
269.txt,"month, relative-interval", last year ,1002
269.txt,"month, relative-interval", month,1099
241.txt,year,2005,112
241.txt,year,2005,440
241.txt,year,2005,787
241.txt,year,2004,859
241.txt,year,2004,977
241.txt,year,2005,1107
241.txt,year,2005,1326
241.txt,year,2005,1674
241.txt,year,2004,2175
241.txt,"month, relative-interval", last year ,199
241.txt,"month, relative-interval",day,989
241.txt,"month, relative-interval", year,1304
241.txt,"month, relative-interval", year,1600
241.txt,"month, relative-interval", last year ,1709
241.txt,season, fall ,850
241.txt,season, fall ,1285
241.txt,season, fall ,2158
527.txt,year, 1937,361
527.txt,year,2003,1098
527.txt,"month, relative-interval", last year,316
527.txt,"month, relative-interval", last year,753
527.txt,day-month, 6 February,645
533.txt,year, 1992,244
533.txt,year,2003,802
255.txt,year,2007,693
255.txt,year,2011,886
255.txt,"month, relative-interval",day,473
255.txt,"month, relative-interval",day,561
255.txt,"month, relative-interval", year,598
255.txt,"month, relative-interval", year ,658
255.txt,"month, relative-interval", year,670
255.txt,"month, relative-interval", year ,875
1058.txt,year,2004,821
1058.txt,year,2002,2628
1058.txt,"month, relative-interval",year,170
1058.txt,"month, relative-interval", hour,767
1058.txt,"month, relative-interval", minute,776
1058.txt,"month, relative-interval", year,1005
1058.txt,"month, relative-interval", hour,2435
1058.txt,"month, relative-interval", minute,2448
282.txt,year,2004,83
282.txt,year,2003,117
282.txt,year,2003,257
282.txt,year,2003,324
282.txt,year,2003,351
282.txt,year,2004,679
282.txt,year,2003,721
282.txt,year,2004,822
282.txt,"month, relative-interval", Last year,503
282.txt,day-month, 23 March,837
1716.txt,month, January ,1791
1716.txt,year,2004,231
1716.txt,year,2009,685
1716.txt,year,2009,863
1716.txt,year,2003,1800
1716.txt,"month, relative-interval", few year,775
1070.txt,year, 1500,4720
1070.txt,"month, relative-interval",year,989
1070.txt,"month, relative-interval",year,1260
1070.txt,"month, relative-interval", day,1322
1070.txt,"month, relative-interval", year,1452
1070.txt,"month, relative-interval", minute,1824
1070.txt,"month, relative-interval", week,2272
1070.txt,"month, relative-interval",year,2331
1070.txt,"month, relative-interval",year ,2685
1070.txt,"month, relative-interval",year,2879
1070.txt,"month, relative-interval", year,3013
1070.txt,"month, relative-interval", season ,3265
1070.txt,"month, relative-interval", season,3665
1070.txt,"month, relative-interval",year,3945
1070.txt,"month, relative-interval",year,4217
1070.txt,"month, relative-interval", minute,4509
1070.txt,"month, relative-interval", year,4595
1070.txt,"month, relative-interval",minute ,4612
1064.txt,"month, relative-interval", minute,577
1702.txt,month, November ,523
1702.txt,month, November ,754
1702.txt,month, December ,1002
1702.txt,month, December ,2102
1702.txt,year,2005,1694
1702.txt,year,2005,2112
1702.txt,"month, relative-interval", year,2221
1702.txt,day-month, 12 November,520
296.txt,month, January ,703
296.txt,"month, relative-interval",year ,24
296.txt,"month, relative-interval",year ,64
296.txt,"month, relative-interval",day,201
296.txt,"month, relative-interval", week,694
1048.txt,month, may ,62
1048.txt,month, October ,3077
